mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_beta_params,param_n_components,param_scale,param_spectral_radius,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
9.910149971644083,3.8419097628130032,0.024225155512491863,0.0006987731531541975,"(0, 10.0)",4,0.01,0.6,"{'beta_params': (0, 10.0), 'n_components': 4, 'scale': 0.01, 'spectral_radius': 0.6}",-0.01741121984544467,-0.02632669146914351,-0.018305166921054293,-0.02068102607854749,0.004008735346750313,70
10.058192571004232,1.7004946313181304,0.023947795232137043,0.0005460136773376276,"(0, 10.0)",4,0.01,0.9,"{'beta_params': (0, 10.0), 'n_components': 4, 'scale': 0.01, 'spectral_radius': 0.9}",-0.033839455415398206,-0.042013448695368855,-0.03215664009640906,-0.03600318140239204,0.004305070773651792,81
19.73161443074544,5.764467269683181,0.023500442504882812,6.273656204746097e-05,"(0, 10.0)",4,1.0,0.3,"{'beta_params': (0, 10.0), 'n_components': 4, 'scale': 1.0, 'spectral_radius': 0.3}",-0.007709669765313006,-0.021768763867142413,-0.01254198246230419,-0.01400680536491987,0.005832312939880379,46
20.779951413472492,2.010687406611613,0.024029334386189777,0.0005111155097980603,"(0, 10.0)",4,1.0,0.6,"{'beta_params': (0, 10.0), 'n_components': 4, 'scale': 1.0, 'spectral_radius': 0.6}",-0.017548738106195165,-0.026243922883083852,-0.018445092812016475,-0.020745917933765165,0.0039048607962138327,72
10.01518170038859,1.7309265828308036,0.02421426773071289,0.0009796488184578732,"(0, 10.0)",4,1.0,0.9,"{'beta_params': (0, 10.0), 'n_components': 4, 'scale': 1.0, 'spectral_radius': 0.9}",-0.03365526303603579,-0.042067072042976196,-0.03191807018341611,-0.035880135087476034,0.004431937230324039,79
13.296543995539347,2.909830206478121,0.02358706792195638,0.0006077988812861542,"(0, 10.0)",4,10.0,0.3,"{'beta_params': (0, 10.0), 'n_components': 4, 'scale': 10.0, 'spectral_radius': 0.3}",-0.007687064131652612,-0.021834340888796745,-0.01257255198595865,-0.014031319002136002,0.00586699018898236,50
18.557068745295208,5.602543180713157,0.023799896240234375,0.00033091164661892277,"(0, 10.0)",4,10.0,0.6,"{'beta_params': (0, 10.0), 'n_components': 4, 'scale': 10.0, 'spectral_radius': 0.6}",-0.017272672964599552,-0.026284072660769348,-0.018327798489628153,-0.020628181371665683,0.004022449682636253,67
7.735420783360799,1.2172040738529866,0.023773352305094402,0.0005668506998505534,"(0, 10.0)",4,10.0,0.9,"{'beta_params': (0, 10.0), 'n_components': 4, 'scale': 10.0, 'spectral_radius': 0.9}",-0.033580605018049804,-0.041853620261560906,-0.03187984047024852,-0.035771355249953084,0.0043564978874730724,76
138.5081520875295,28.578995265949157,0.02417763074239095,0.0002511896603424996,"(0, 10.0)",16,0.01,0.3,"{'beta_params': (0, 10.0), 'n_components': 16, 'scale': 0.01, 'spectral_radius': 0.3}",-0.0060876066081563185,-0.01937767202001265,-0.012076296030938433,-0.012513858219702467,0.0054344613449498974,14
129.9286872545878,46.721681215929586,0.02411190668741862,0.0002523856581377335,"(0, 10.0)",16,0.01,0.6,"{'beta_params': (0, 10.0), 'n_components': 16, 'scale': 0.01, 'spectral_radius': 0.6}",-0.005894444611314091,-0.0193404752596785,-0.012212393544668161,-0.01248243780522025,0.0054926391941811,8
66.39605975151062,13.591500923753896,0.0237273375193278,0.00048404840970570583,"(0, 10.0)",16,0.01,0.9,"{'beta_params': (0, 10.0), 'n_components': 16, 'scale': 0.01, 'spectral_radius': 0.9}",-0.0066632045100686104,-0.020456946079253337,-0.01235790160722217,-0.013159350732181371,0.0056597153723655915,24
143.04296628634134,29.505117841884964,0.024720430374145508,0.00022412597675430416,"(0, 10.0)",16,1.0,0.3,"{'beta_params': (0, 10.0), 'n_components': 16, 'scale': 1.0, 'spectral_radius': 0.3}",-0.006129577768036876,-0.019201612333051336,-0.011899437122566496,-0.01241020907455157,0.005348843358299324,2
